Club,Player,Month,Year,Miles
fgn,pharv101,Apr,12,1277.67
gda,mpete101,Aug,13,1726
faq,pharv102,Nov,92,1345.67
gth,mjone103,Dec,07,2453
dar,dfab103,Sep,90,1398.67
dar,juooli101,Mar,01,699.75
swe,jstro102,May,00,1448.33
faq,mpete102,Mar,11,2599
kjh,pharv101,May,64,1140
NULL,jstro101,Sep,64,2093
ddf,pterv104,Apr,83,1044
dbe,mharr103,Sep,73,746
faq,mpete101,Mar,10,567.5
dar,mpete101,May,81,1281.33
gda,pterv104,Oct,14,2382
swe,jstro102,Jul,66,638.25
ddf,kline103,Feb,17,1661.5
frt,gframe102,May,68,860.25
fgn,mpede104,Mar,16,840.5
swe,mpede104,Oct,80,1968
swe,hdaerr101,Dec,97,4566
glk,jstro102,Dec,14,1060.5
saz,pharv101,Oct,99,3134
gbn,mharr101,Feb,88,2237
dar,mjone103,Feb,97,2157.5
glk,gframe102,Jul,19,1458.5
faq,abera101,Jan,95,4491
saz,jstro101,Jun,07,1533
daw,hdaerr101,Feb,90,1415.5
fgn,pharv103,Apr,71,3948
ger,lgime102,Jul,94,1043.67
gth,mpete102,Feb,11,2416.5
gda,pharv102,Apr,84,716.5
gbn,jstro104,Apr,78,1084
saz,lgime102,Jul,72,1137
dew,mpete103,Apr,84,1949.5
gda,jstro102,Feb,01,2091
gth,pharv101,Feb,64,842.75
NULL,juooli101,May,85,1081.25
frt,mjone101,Sep,03,1030.75
gth,pterv104,Mar,13,2187
frt,jstro102,Jan,09,3936
kjh,mpete102,Apr,07,1540
swe,lgime103,Apr,65,1151
der,abera101,Jul,10,1007
gda,jline104,Oct,96,4071
hgg,mharr101,Aug,84,2398
fgn,jstro101,May,70,1329.5
NULL,lgime103,Feb,77,1190.25
saz,pharv101,Mar,87,1228
gvv,mharr102,Apr,18,1062.33
ger,mpete102,Aug,00,783.33
der,kline101,Nov,98,1423.5
glk,ljone104,May,08,1113.33
dar,NULL,Aug,18,1592.33
sdd,hdaerr101,Aug,77,803.67
hgg,lgime103,May,99,1213.5
dbe,pharv102,Jul,98,1120.75
daw,hdaerr101,Dec,13,3722
frt,kline101,May,64,504
dbe,jstro104,Feb,87,4852
ger,pharv103,Dec,64,1390.33
swe,lgime101,Dec,15,3887
frt,mharr103,Mar,04,704
gda,mharr103,Feb,85,3850
sad,jstro104,Oct,05,3778
gth,kline103,Jun,90,2489
dbe,gframe102,May,77,1250
ddf,jstro102,Dec,92,1553.5
kjh,mpete103,Jun,94,3488
dbe,hyera102,Dec,66,707.75
swe,abera101,Oct,99,851.75
gvv,NULL,Jul,94,819
sdd,jstro102,Jan,95,1633
gbn,pharv103,Jun,88,4006
glk,abera101,Mar,71,1029.5
kjh,juooli101,Apr,71,3585
sdd,kline102,Jul,96,840.5
dbe,NULL,Sep,72,4164
sad,mharr103,Jun,81,1159.67
gbn,kline102,Aug,83,1266.5
saz,jstro102,Aug,10,1113.67
dbe,gframe102,May,07,997.33
frt,abera101,Aug,76,4002
saz,pplin102,Dec,79,932.75
glk,kline103,Jul,79,4486
swe,mpete101,Feb,76,3921
fgn,mjone101,Jun,70,2394.5
ger,hyera102,Sep,85,1749
ger,jline104,Mar,03,4251
ddf,pterv104,Oct,03,546
dew,mharr101,Aug,96,3793
dew,ljone104,Jan,84,1252
frt,mjone102,Dec,64,1767
gda,mpede104,Oct,71,595
ger,NULL,Dec,83,1594.33
gth,pharm101,Apr,66,792.67
sdd,jstro104,Feb,01,1055
kjh,mpete102,Feb,80,1385
der,mharr101,May,87,2664
sad,mpete103,Aug,69,2572
faq,mjone102,Aug,16,1898
gbn,pharv102,Apr,77,924.67
gda,mharr102,Jun,89,995
gda,hyera102,Dec,81,1395
dar,jstro101,Nov,17,1278
gda,jstro102,Aug,98,2785
sad,lgime102,Nov,05,1328.33
hgg,hdaerr101,Sep,17,1075.75
dbe,pharm101,Apr,15,508.25
sdd,pterv104,Mar,00,1010.67
gth,pharv103,Sep,68,4040
kjh,lsamme104,Jun,75,4433
fgn,lgime103,Sep,98,1117
dbe,mpete103,Mar,79,1134.5
gda,jstro102,Sep,67,2364
dew,mharr102,Mar,71,3344
gbn,pharv102,Oct,79,955.5
gvv,jstro102,Sep,85,1402
daw,lsamme104,Nov,69,1128.33
dar,hyera102,Aug,95,1117
kjh,gframe102,Nov,69,1119.5
fgn,ljone104,Aug,80,1358
gbn,lsamme104,Jul,19,979.5
NULL,jline104,Oct,65,787.25
der,lgime102,May,64,4757
ger,mpede104,Nov,84,3904
sad,pharv102,Jan,76,2059
frt,mharr103,Sep,06,1544
dbe,juooli101,Oct,98,3820
daw,mpete102,Mar,65,1290
daw,kline103,Feb,16,1258
fgn,mjone103,Oct,84,1124.25
gvv,abera101,Aug,73,1473.33
hgg,dfab103,Jul,71,3904
glk,pharv103,Feb,77,1827
ddf,dfab103,Aug,68,4050
gbn,jline104,May,93,1027.75
kjh,hdaerr101,Sep,16,886.67
fgn,lgime103,May,94,2026
gth,jstro104,Oct,64,1175
hgg,ljone104,Jan,67,1907
saz,pterv104,Feb,82,597.5
hgg,jstro104,May,09,1106.67
der,pterv104,Aug,88,595.75
dbe,mpede104,Dec,91,647.75
NULL,mharr103,Jan,85,652.5
sad,jstro101,Aug,84,2199.5
der,pterv104,Aug,97,2572
dar,jstro102,May,84,1211
kjh,dfab103,Mar,04,736.5
saz,pterv104,Jun,04,1097.5
gvv,kline101,Dec,97,2041.5
dar,kline103,Feb,70,3157
der,kline101,Apr,00,4034
gbn,pharv102,Oct,73,1588.67
kjh,mharr102,Aug,03,1078.75
glk,jstro104,Mar,12,2215
glk,mpete102,Dec,84,536.5
gth,hdaerr101,Jul,70,2014
kjh,NULL,Aug,76,2420.5
der,juooli101,Nov,76,4526
sdd,pharv102,Mar,11,1220.33
daw,jstro102,Aug,67,2032
dbe,NULL,Apr,00,733.25
glk,mjone103,Jul,89,3467
sad,lsamme104,Jun,12,2395.5
saz,pharv102,Feb,91,1378
NULL,hyera102,Jul,86,630.5
kjh,dfab103,Nov,11,2225
sdd,lsamme104,Apr,88,3010
swe,pharv101,Aug,75,1207
sdd,ljone104,Oct,70,1074.25
faq,kline103,Apr,80,2565
gvv,jstro101,Jun,87,824
dew,jstro104,Jun,73,1078
saz,mpete103,Mar,84,3013
hgg,pharv102,Nov,04,2227
saz,mpete102,Nov,05,4997
kjh,gframe102,May,09,2032
swe,jstro102,Mar,05,904
dew,hyera102,Mar,68,4661
gda,kline103,Mar,81,819
daw,mharr103,Feb,75,3993
der,NULL,Jan,09,1559.5
kjh,lgime102,Jan,14,3286
dew,pterv104,Dec,75,1117.67
der,kline103,Jul,89,1341
saz,jline104,Jan,79,540.75
kjh,mharr103,Aug,99,669.33
fed,kline102,Sep,13,1094
dar,mpete103,Apr,75,4580
gvv,mjone102,Aug,79,4638
gda,pharv103,Jun,80,1196.5
NULL,jstro102,Dec,87,1617.33
ger,mharr103,Jun,14,2179
sad,lgime102,Jan,96,940.33
hgg,mjone103,Jan,64,1184.33
sad,pharv102,Aug,10,1044
ger,lgime102,May,78,994.5
frt,mjone102,Jun,99,4528
daw,jstro102,Mar,80,2469.5
gth,NULL,Aug,85,932.67
gbn,jstro101,Sep,94,904.67
faq,jstro104,Jul,01,743.33
swe,jstro102,Jul,10,546
fgn,pharv102,Nov,06,2048.5
ger,lgime102,Jun,90,1255.5
fed,juooli101,Sep,76,1576.33
gth,hyera102,Feb,70,3715
gbn,juooli101,Sep,18,1069.67
gvv,ljone104,Jun,92,1299.67
dbe,mjone103,Jan,83,735
fgn,mharr102,Mar,99,1939.5
dew,jstro102,Mar,84,597.5
swe,jline104,Sep,71,785
gbn,pharv102,Oct,68,2324.5
fed,mharr102,Aug,71,2471
dar,mjone102,May,17,2283
ger,hyera102,Aug,71,1551.5
daw,mpete102,Sep,04,1351.67
gth,abera101,May,77,1255.33
sad,hyera102,Apr,96,2784
ddf,mharr103,Jan,69,1220.5
saz,pharv102,Jan,08,3007
swe,mpede104,Sep,81,1110
glk,lgime101,May,07,657.5
NULL,ljone104,Apr,07,1016.75
gvv,jstro102,Dec,64,1147.67
der,lgime101,Dec,84,2317.5
fed,gframe102,Feb,02,949
daw,pplin102,Jan,09,4192
dew,jstro104,Feb,91,2088
frt,dfab103,Dec,05,1742.5
kjh,mpede104,Aug,83,3514
ddf,mjone103,Jul,84,829.5
dar,pplin102,Jan,78,514.5
fgn,lgime102,Dec,83,1265.33
ddf,mjone101,Apr,76,2490
gbn,lsamme104,Jun,15,512.25
ger,pharv103,Aug,87,4541
sad,ljone104,Sep,83,4580
saz,pplin102,Dec,91,4855
fed,kline101,Aug,77,1712
frt,pterv104,Dec,99,1005.5
saz,mpede104,Jun,14,1917.5
daw,kline102,Mar,00,982.67
daw,mharr102,Feb,78,3230
faq,NULL,Dec,65,881.25
gvv,juooli101,Jan,74,980.5
gth,pharv102,Nov,11,4526
ddf,mjone102,Feb,82,1310
dew,pharv102,Jun,09,2977
hgg,ljone104,Aug,92,1160.5
ger,pplin102,Jan,82,1223.25
ddf,jstro102,Sep,05,1427.33
faq,pharv102,Mar,99,4753
sdd,juooli101,Jun,14,930.75
NULL,jstro101,Mar,87,1165
ger,jline104,May,95,857.5
sad,pharv101,Jun,86,2421.5
swe,kline103,Mar,15,939
dew,pterv104,Jun,17,2320.5
gvv,hdaerr101,Jul,84,1207.75
ger,lsamme104,Dec,87,726
NULL,dfab103,Sep,17,1225.33
gda,lgime101,Jul,09,993.25
faq,pterv104,Jul,89,1109.75
swe,hdaerr101,Mar,64,1491
gvv,pharv101,Jun,76,534.5
fed,mpede104,Jan,82,2305
fed,kline103,Mar,83,1476
gvv,abera101,Jun,80,3800
gth,jline104,Jun,74,1234
saz,ljone104,Jun,02,1260.5
gbn,pharm101,Nov,74,978.25
gda,ljone104,May,08,3803
gda,mjone103,May,72,1003.5
der,kline101,Mar,95,4996
dbe,lgime102,Dec,02,2559
dew,dfab103,Dec,90,1360.67
gth,pharv102,Jun,84,1473.33
der,mpete101,Jan,80,1475
ddf,dfab103,Nov,74,2601
swe,jstro102,Jan,74,2270
hgg,mjone103,Jul,01,2022
sdd,pharv103,Jul,15,1162.5
gth,juooli101,Oct,82,1215.75
saz,lgime103,Feb,01,1457
NULL,dfab103,Jun,80,1203.5
gth,pharv102,Mar,97,2984
NULL,pharv102,Mar,68,2960
gda,pharv102,Mar,98,1611
sdd,lsamme104,Apr,84,1268
gth,abera101,Dec,10,1731
swe,hyera102,Jul,93,1106.5
dew,hyera102,Feb,88,2143.5
saz,pharv103,Jul,88,3538
NULL,ljone104,Nov,69,4138
fgn,pharm101,Apr,78,2096.5
dew,jstro102,Jul,74,3195
glk,mpete101,Mar,97,4445
fgn,mpete103,Feb,76,1107.67
faq,pplin102,Sep,91,1602
ger,pplin102,May,95,906.25
ddf,kline101,Feb,93,1458
NULL,lgime101,May,78,2403.5
gbn,jline104,Dec,66,4559
faq,pterv104,Sep,05,761
saz,kline103,Jul,71,1276
gbn,mharr101,Sep,93,1663.67
gda,jline104,Jul,07,2056
dar,NULL,Jan,64,2641
glk,mharr102,May,68,1150
hgg,pharv102,Sep,07,2850
gvv,dfab103,Oct,67,1544
faq,jstro104,May,13,731.25
dew,mjone102,Jul,13,855.5
swe,juooli101,Jan,87,675.33
dew,mpete101,Nov,04,1219.33
faq,pterv104,Aug,98,1656.33
kjh,mharr102,Apr,00,1233.5
ddf,mharr101,Feb,72,2187
dbe,mjone103,Dec,18,1609
dbe,mharr102,Apr,91,814
fgn,lsamme104,Apr,77,1676
daw,lgime103,May,85,3238
hgg,dfab103,Dec,98,1179.5
glk,lgime101,Aug,65,619.5
glk,pplin102,Feb,18,1544
fgn,jstro104,Nov,66,2827
ddf,mpede104,Sep,06,2177
sdd,mjone102,Dec,75,2207
faq,lgime103,Sep,95,4236
dbe,kline102,Apr,11,1408.67
gth,lgime101,Nov,11,1013.33
fed,jstro102,Jun,77,4458
NULL,mpede104,Sep,90,1153.25
sdd,mjone103,Jul,72,2600
fed,mpete102,Nov,66,565
daw,ljone104,Apr,69,974.33
gth,jline104,Aug,65,673.67
ddf,pharv102,Jul,15,976.25
sdd,mpete101,Jan,93,3716
dew,pterv104,Sep,66,4721
gvv,jstro102,May,75,607
fed,jstro104,Dec,93,659
dbe,kline101,Aug,98,748.25
ddf,pharv102,Feb,03,2530
dew,hyera102,Dec,80,2342.5
gbn,juooli101,Jan,18,517.75
dar,ljone104,Dec,80,913.75
dew,jstro104,Jul,12,1427.5
gbn,mharr103,Apr,96,1783
daw,gframe102,Mar,14,1239.75
gda,hdaerr101,Feb,14,1638
fgn,juooli101,Sep,70,1506.5
gth,mharr101,Nov,14,2172
kjh,mpede104,Nov,18,3440
saz,mharr101,Jul,76,1376
fgn,mpete101,Jun,12,1000
fed,lgime101,May,83,1172.33
daw,jstro104,Feb,85,2235.5
glk,pharv102,Jul,99,2239
faq,juooli101,Sep,91,2901
der,dfab103,Jul,66,3945
gda,jstro101,Apr,13,1606
fgn,mharr103,Jun,82,1233.33
swe,lgime103,Dec,85,2417
frt,NULL,Sep,64,1187
kjh,pharm101,Feb,16,638.25
gbn,jstro104,Feb,73,857.5
ger,hyera102,Feb,91,1690
swe,mharr102,Oct,75,1603
swe,jstro102,Oct,95,3609
der,pterv104,Apr,93,884.67
gda,jline104,May,93,1214.25
gbn,pharv103,Aug,78,1182
dbe,jline104,Aug,68,4670
dew,hyera102,May,78,740.25
ger,mharr103,Jan,78,1565.67
dar,mpete101,Oct,65,1144.33
saz,lgime102,Jun,92,1519.5
dar,mharr101,Nov,07,1660
NULL,mpete103,Jun,64,1231.75
gth,lgime101,Aug,96,4721
gbn,pharv102,Sep,06,1516.5
sad,abera101,Jul,86,2214
gvv,pterv104,Dec,15,2216
kjh,NULL,Aug,04,1020.5
gvv,jstro104,Jan,70,2839
frt,pharm101,Apr,96,1189.25
gbn,mjone103,May,12,664.5
der,NULL,Aug,07,4668
fgn,lgime102,Jun,73,1817.5
gbn,pterv104,Jun,87,793.67
daw,mpete103,Mar,05,1195.33
swe,jstro102,Dec,19,1698
der,lgime103,Oct,82,1556
gvv,hdaerr101,Jan,15,530.75
NULL,dfab103,Mar,00,4323
gbn,jstro102,May,91,700.67
der,jstro102,Feb,64,1454.67
NULL,jstro101,Sep,65,679.25
fgn,lgime103,Dec,93,4769
gda,hyera102,Dec,93,2278
frt,mpete103,Dec,92,1736
frt,jline104,Sep,03,1777
gbn,mjone102,Apr,73,1244.5
dbe,mjone102,Nov,79,2614
gth,NULL,Apr,72,1038.25
kjh,jstro102,Dec,18,2564
NULL,jstro102,Aug,94,2099.5
kjh,mpete102,Mar,76,1119.33
fgn,jstro102,Jul,79,857
dbe,kline101,Jun,85,880.25
der,pharv103,Dec,74,3739
daw,lgime102,Dec,73,681
gth,kline101,Dec,99,1068.25
swe,lgime101,Aug,70,1442
gbn,NULL,Apr,69,2701
swe,mpete103,Aug,95,3135
hgg,kline101,Dec,06,1181.5
dew,jstro101,May,67,2261
NULL,jstro104,Jul,84,2019.5
swe,pharv103,Oct,84,3363
hgg,jstro102,Feb,78,835.33
dew,jstro104,Jul,06,1438.33
kjh,jstro104,Feb,82,2623
dew,kline101,Jan,91,1252
sad,jstro102,Apr,15,1508.67
sdd,kline102,Sep,02,1142.25
sdd,hyera102,May,13,1008
daw,dfab103,Oct,66,797.75
fed,kline103,Feb,89,1585
gbn,mjone101,Nov,14,820
sdd,jstro101,Jan,18,2299
fed,mjone102,Jun,17,850
dew,hdaerr101,Mar,71,1392.67
dew,pplin102,Jan,13,3129
der,mpete103,May,64,671
fed,ljone104,Dec,10,1004
daw,hyera102,Sep,00,4483
faq,pharv102,Jul,73,2116.5
ddf,jstro102,Apr,85,1719
frt,pharv102,Oct,01,2164.5
dew,NULL,Mar,72,1230
kjh,kline102,Mar,80,2361.5
frt,pharv102,Nov,70,603.5
NULL,lgime103,Jul,10,631.25
dew,pharv102,May,84,1242.5
dar,NULL,May,91,1468
faq,mharr103,Jul,12,1603
hgg,abera101,Dec,86,691
dew,kline101,Sep,94,4124
gth,jstro104,Mar,85,1115.75
der,juooli101,Apr,86,2324.5
frt,kline103,Nov,85,2480.5
NULL,dfab103,Jun,83,3337
gvv,mharr102,Jul,87,1220.25
gth,NULL,Jun,10,1589
faq,pharv103,Dec,13,969
frt,mpede104,Jan,71,1631.33
ger,NULL,Feb,72,3932
sad,hdaerr101,Mar,82,2049
gth,pharv103,Jul,08,2297.5
gvv,lgime102,Nov,03,2433.5
gvv,mpete101,Sep,75,1176.67
fgn,lgime102,Oct,91,1260.5
sdd,jstro102,Aug,15,1091.25
ddf,pharv103,Jul,17,1195.33
saz,pharv102,Oct,18,1771.5
fed,NULL,Oct,96,1241
fgn,hdaerr101,Sep,89,2651
saz,pharv103,May,91,1502
ger,jline104,Oct,03,1976.5
dew,abera101,Jul,95,4621
gda,pharm101,Jan,18,1550.67
saz,jline104,May,05,970.75
gbn,mharr102,Sep,88,991.25
hgg,pharv102,Jun,97,1083
dbe,pharv101,Apr,14,1098.33
frt,pharv102,May,69,2226
der,ljone104,Nov,07,920
swe,jstro101,Nov,78,2774
faq,kline103,Sep,84,1609
gbn,mharr101,May,07,907
sdd,NULL,Mar,89,3167
sdd,mjone101,May,86,875.5
kjh,jstro102,Aug,13,1940.5
dew,jline104,Sep,14,811
ddf,jstro102,Sep,66,1162.5
der,jline104,Jan,98,2519
gbn,mjone103,Jan,99,2489
dbe,mharr102,Jul,71,3762
gvv,mpede104,May,97,2478
swe,hdaerr101,Sep,71,4998
hgg,jstro101,Jul,77,838.33
ddf,jstro102,Nov,69,2478
dbe,jstro102,Oct,04,1218.5
gda,kline103,Nov,03,2399
der,mpede104,Apr,14,2700
faq,jstro104,Jul,97,4809
faq,lgime101,Jul,79,1036
fgn,pharv103,Jul,02,1317.33
gda,jstro101,Mar,64,1030
ger,lgime101,Mar,15,1433
sdd,pplin102,Nov,10,2470
ger,mharr101,Aug,83,1533
sad,mjone101,Mar,78,2332.5
dew,pharv102,Mar,74,3950
ddf,mharr103,Mar,08,809.33
ddf,mharr103,Dec,16,2242
sdd,mjone101,May,02,1234.5
dew,lsamme104,Apr,74,871.5
kjh,lgime101,Jun,83,1513.33
kjh,lgime102,Aug,79,2053.5
gvv,pharm101,Aug,67,3244
swe,mharr103,Oct,80,845.5
dbe,abera101,Sep,93,1515.33
fgn,pterv104,Nov,76,598.25
dew,juooli101,May,11,2246.5
hgg,jstro102,Jun,87,1100
dew,mharr103,Jan,96,870.25
gda,jstro102,Jul,07,1005.25
NULL,kline102,Aug,00,975
fgn,kline103,Feb,66,946.33
daw,mharr102,Dec,13,1976
daw,mpete102,Jul,75,3072
NULL,lsamme104,Jun,87,709
hgg,jstro104,Jan,68,1390
sad,NULL,Aug,88,3183
fed,lgime101,Dec,88,4119
faq,pharv103,May,99,1353.5
gda,NULL,Jul,65,1226
dew,mpete103,Mar,84,2499
glk,jstro102,Jun,74,2848
fed,mharr103,Jan,17,3862
sdd,kline101,May,79,1212.33
ddf,juooli101,Oct,94,1052
ger,pharv101,Oct,19,701.25
dbe,lgime103,Dec,77,1499.5
saz,mharr102,Jul,84,1095.67
dew,NULL,Nov,14,2219.5
dew,lsamme104,Sep,66,4995
fed,mpede104,Jun,14,2016
kjh,pharv101,Feb,88,708.75
saz,juooli101,Nov,09,3578
der,pharv102,Jan,82,782
saz,dfab103,Jul,83,1640
dbe,jstro101,Jan,04,2480
gbn,kline102,Apr,89,1604.5
kjh,lgime101,Jan,80,2128
glk,lgime102,Dec,89,1744
faq,pplin102,Feb,89,1940
dbe,NULL,Feb,04,3166
hgg,ljone104,Apr,07,3093
gda,lsamme104,Jan,79,4799
gbn,jstro104,Apr,90,1225
swe,jstro104,May,93,2348
fgn,gframe102,Dec,07,859.5
gvv,pplin102,Jan,10,4521
dar,jstro102,Apr,71,1515
NULL,mpede104,Apr,19,933.75
fgn,mharr102,Oct,97,1005
sdd,juooli101,Sep,05,711.25
dew,kline103,Jun,93,3574
daw,mharr102,Apr,18,698.67
swe,lgime102,Jan,89,1538.5
NULL,mharr103,Dec,10,4867
der,lgime103,Mar,97,3011
gth,NULL,Mar,64,1638
frt,mjone103,Dec,81,4989
saz,lgime103,Nov,88,502.5
hgg,pharv103,Jun,86,1327
kjh,kline102,Jul,02,627.75
ger,jstro102,Nov,71,2256.5
sad,mjone103,Oct,92,728
frt,jstro102,Sep,04,2406
glk,mpete102,Sep,05,768
sad,lsamme104,Jun,13,714
fgn,mharr102,Jul,89,932.5
frt,pplin102,Dec,13,1346.5
daw,kline102,Aug,98,1141
saz,gframe102,Jun,78,1205.75
NULL,pharv103,Jun,18,671.25
glk,lgime101,Dec,96,1423.67
dar,mharr102,Oct,91,4228
daw,mjone103,May,70,1074.33
NULL,abera101,Apr,93,1281.67
daw,NULL,Aug,93,854
fed,dfab103,Jan,03,3068
swe,kline102,Jan,99,3113
kjh,jstro101,Jan,01,1196.5
sdd,pharv102,Apr,78,3242
daw,jstro102,Dec,98,3887
NULL,pharv103,Aug,19,4536
gbn,jstro102,Feb,78,3645
kjh,jstro101,Jul,99,863.33
frt,hyera102,Mar,86,1191.25
gda,mharr103,Jun,69,4169
dew,ljone104,May,06,1610.67
fgn,dfab103,Jun,74,903.5
NULL,mpete103,Mar,72,1239
glk,jstro104,Jan,69,2440.5
swe,ljone104,Mar,05,4865
hgg,jstro101,Mar,95,1399.67
der,pharv102,Dec,69,1140
ger,NULL,Jul,04,1200.5
gda,kline102,Sep,94,1175
fed,mjone102,May,15,3746
frt,jstro104,Jan,94,959.33
dar,ljone104,Jun,11,2486.5
dar,kline103,Jun,83,1943
gda,hyera102,May,05,1240
glk,gframe102,Aug,71,1385
dbe,ljone104,Jan,69,1639.33
hgg,mjone102,Mar,78,1423
gbn,pharv101,Jan,86,1658
gvv,NULL,Jun,04,2124.5
daw,NULL,Dec,77,836
dew,mjone103,Jun,97,4106
dew,hyera102,Sep,01,1422
hgg,gframe102,Jun,18,2394.5
hgg,dfab103,Nov,18,774.67
sad,hyera102,Oct,70,2031.5
ger,pharv101,May,14,1516
sad,abera101,Apr,89,4130
glk,ljone104,Jun,78,1488.5
daw,ljone104,Nov,98,1108.75
faq,lgime102,Nov,92,2230.5
fgn,mpete103,Apr,95,2881
dew,jstro104,Apr,96,1094.5
fed,pterv104,Oct,09,2886
gth,mharr101,Oct,17,832.25
swe,NULL,Dec,82,1722
hgg,jstro104,Jan,74,2765
gda,mpete102,Feb,95,759.67
dbe,jstro101,Sep,68,1173.25
kjh,mpete101,Apr,74,1070
gbn,lgime101,Oct,71,1118
swe,kline102,Mar,81,613
dbe,pterv104,Sep,00,642.75
sad,mjone102,May,70,1054
dbe,mjone101,Jun,01,2299.5
hgg,pterv104,Jul,85,3653
frt,ljone104,Oct,13,993
der,NULL,Jan,13,1217
der,pharv102,Mar,14,3717
gbn,jstro102,Sep,74,1018.5
NULL,mjone102,Dec,92,2163
gda,pharm101,Aug,84,2024.5
NULL,ljone104,May,65,855.33
gvv,pharv103,Sep,72,1259.5
gbn,pplin102,May,82,1076.5
saz,hyera102,Jul,11,1071.75
ddf,jstro102,Aug,90,850.5
gda,kline103,Jul,06,816.67
fgn,mjone101,Sep,13,1286
ddf,kline102,Jan,74,3319
fed,hyera102,Nov,71,2167
gbn,NULL,Jan,69,641
fgn,jline104,May,74,710
sad,pterv104,Aug,07,741
glk,pharv101,Jun,68,1492.5
dbe,mjone101,May,12,4153
sad,juooli101,May,12,745
gda,hdaerr101,Dec,16,2002.5
hgg,mpede104,Aug,83,1072.67
daw,jstro102,Mar,17,944.67
daw,lsamme104,Sep,76,2859
fgn,pharv103,Dec,74,2069
sad,mpete102,Mar,10,2470.5
frt,mjone103,Oct,91,1510.5
fgn,mjone101,May,04,1013.5
der,mharr102,Mar,90,2045
dew,pterv104,Nov,01,4897
kjh,pharv101,Jan,70,4936
sad,pharv101,Jul,82,864.67
hgg,NULL,Sep,00,4122
dew,pharv102,Oct,00,2117.5
swe,pharv102,Oct,81,4412
sad,kline101,Jun,99,4039
dew,hdaerr101,Aug,72,983
kjh,pharv103,Oct,78,1139.5
ger,kline103,Jul,75,1775.5
dew,mpete102,Nov,87,914.67
dbe,pplin102,Apr,84,4660
fgn,pharv103,Jun,12,771
fgn,mharr103,Oct,66,4034
frt,abera101,Nov,83,2982
faq,pharm101,May,98,1195
dbe,lgime102,Aug,03,1551
gbn,mpede104,Mar,07,2154.5
gda,hdaerr101,Jun,79,865.75
der,NULL,May,01,4624
ddf,pterv104,Mar,98,1045.67
gth,pharv103,Jul,93,1024.75
NULL,gframe102,May,10,747.5
dar,jstro104,Nov,77,1332
faq,pharv102,Oct,03,809
sad,pharv102,Jun,98,810
kjh,jstro102,Feb,89,4211
faq,mpete101,Jun,78,3186
frt,jline104,Oct,75,2132
frt,jstro102,Mar,02,746.5
frt,pharv103,Dec,93,2271
der,mpete103,Nov,19,2729
dew,mharr101,Feb,67,2045
kjh,mharr102,Aug,65,2226.5
dew,mpede104,Jul,85,3418
dar,ljone104,Jul,17,2261
glk,hdaerr101,Dec,78,638.75
NULL,kline101,Feb,99,832
fgn,ljone104,Jul,78,586.75
fed,mjone102,Apr,10,915
faq,pharv102,Nov,70,1875.5
kjh,jline104,Dec,70,3676
faq,kline101,Mar,78,1217.33
gda,lgime101,Jul,86,1210
faq,pharv102,Jan,05,1250.67
der,jstro102,Apr,86,784.33
sdd,mharr101,Apr,94,718.33
sdd,jstro101,Mar,80,1024.25
gda,mharr103,Feb,09,1966
glk,jstro102,Jun,71,1241.25
gda,jstro101,May,80,4178
gda,mjone103,Oct,64,1770
hgg,mjone102,Nov,73,1504.67
daw,pharv103,Oct,64,847
faq,mjone101,Feb,01,994.75
dew,mharr101,Aug,76,3872
dar,jstro102,Jan,80,3684
frt,mpede104,Jun,74,1006
hgg,juooli101,Aug,90,1262
faq,ljone104,May,95,1176.33
glk,NULL,Mar,17,1612
kjh,lgime102,Feb,05,1229
ddf,hyera102,Dec,69,1454
sad,gframe102,May,69,1204.5
daw,lgime103,Nov,66,1083.5
gth,ljone104,Sep,08,861
kjh,juooli101,Nov,88,1033
gvv,lsamme104,Dec,74,812.75
ddf,hdaerr101,Dec,68,4167
gbn,pharm101,Jan,98,1556
dar,mharr101,Dec,03,1370.67
sdd,NULL,Feb,07,4416
ddf,jstro104,Jul,66,1132.25
sdd,mjone102,Feb,81,1014.5
sad,dfab103,Sep,71,1249.5
dew,jstro102,Oct,12,3866
swe,NULL,Jun,79,672.5
kjh,mjone101,Jan,72,1071
NULL,pplin102,Sep,83,1005
dew,kline101,Nov,93,2966
gvv,abera101,Jun,84,1394.67
hgg,pharv102,Nov,73,2133.5
sad,mharr101,Jun,71,1665
sad,mjone103,Mar,05,3959
fed,mharr103,May,04,1590.5
gda,pplin102,Feb,77,4816
gvv,kline103,May,85,2359
dbe,pharv101,Jan,74,2008
dew,pplin102,Dec,71,888.33
gth,mpete102,Feb,84,3589
fgn,jstro104,Sep,65,699.75
NULL,mpete103,Dec,79,2338.5
ddf,hyera102,May,03,1715.5
NULL,jline104,Aug,03,2453
daw,pharv103,Jul,04,1296.67
saz,kline102,May,70,3180
dar,jstro101,May,14,1013.5
saz,mharr102,Oct,66,1068
fgn,jstro101,Nov,11,754.33
daw,gframe102,Jul,10,1024.33
kjh,NULL,Sep,17,1119
der,mpede104,Aug,11,1169.5
glk,pharv102,Apr,13,1441.33
ger,NULL,Sep,15,1166.67
dbe,lsamme104,Jun,81,532.5
dar,mharr103,Apr,02,1396.5
gth,pharv101,Jul,85,904.75
kjh,gframe102,Jun,16,1406
dbe,jstro101,Apr,99,630.75
sad,mjone102,May,65,4793
ddf,juooli101,Nov,08,1487.5
